sector,business_model,funding_stage,country,arr,mrr,revenue_growth,gross_margin,burn_rate_monthly,runway_months,customer_count,churn_rate,net_revenue_retention,employee_count,cac,ltv,logo_retention,active_users,arpu,valuation,arr_per_employee,ltv_to_cac_ratio,burn_multiple
Technology,Subscription,Series C,India,25086985.191496883,2090582.0992914068,0.330600129974939,0.4069681438541008,245062.90939887817,7.350133186955194,19436,0.1726380816670858,0.8730995027771187,181,13946.396225729151,87586.37477391445,0.7559371824648161,506576,8060.832809204401,53416319.66548244,138602.12812981702,6.280215573707122,0.11722233223078926
Edtech,Subscription,Series A,India,6275314.802152196,522942.9001793496,1.8587469744626897,0.5987890969124703,314929.71794532094,19.1232734966006,10172,0.2393495816912728,0.971867736129233,399,18511.206900378136,4704.064216552191,0.8554554518515108,148634,1148.3842971324575,30790210.69885387,15727.606020431569,0.25411980114900556,0.6022258220492369
Edtech,Subscription,Seed,UK,29842523.406395204,2486876.9505329337,1.869395282120412,0.8021804578064854,478033.9695241857,28.897193825322187,19324,0.014280828154477,0.8654863980594409,176,15976.978348838202,35663.470552998624,0.848615485367735,829513,6099.556624930108,281645807.7098942,169559.79208179095,2.232178687003852,0.1922226065192907
Healthtech,B2C SaaS,Seed,Germany,18771783.766018417,1564315.313834868,0.8804700684283443,0.7259655127899871,870140.8191172783,17.978597108517892,10625,0.0667989671194194,1.2476085681460678,152,16368.061515793426,16686.43389826462,0.7186364799474498,475683,1547.115117507713,144200990.9197422,123498.5774080159,1.0194508300304221,0.5562438796205073
SaaS,Marketplace,Series B,Germany,46056426.57712377,3838035.548093647,0.3727868593337924,0.5423600411689677,170541.12728821745,6.811172100956714,2885,0.0150755239207456,0.8332372454985562,120,1256.9622660180726,89080.42860053471,0.8906000675038618,175054,3996.94152263708,174166490.69296214,383803.5548093647,70.86961240509818,0.0444344835140793
SaaS,Subscription,Pre-Seed,Germany,42571468.17842808,3547622.34820234,0.1347763709249443,0.490749204798262,252009.9736823081,11.229790002462993,12854,0.1099029821687661,0.8295524719565565,344,7597.559941499518,79039.18935892795,0.7284681328130405,93774,614.4224780045321,143991932.4322739,123754.26796054676,10.403233402239946,0.07103630233077295
Fintech,B2C SaaS,Pre-Seed,India,45142391.88198809,3761865.9901656746,1.960162827143856,0.8010129401367968,783887.9899559023,24.201948107853077,16873,0.1969591250987509,0.8807313250478883,496,10381.612829770207,128778.24947426109,0.8295838223661844,536300,3912.3860113934993,305710976.00383234,91012.88685884696,12.404455028892803,0.20837743609292675
Healthtech,Fintech SaaS,Series C,UK,23946075.97378492,1995506.331148743,0.8629342687600258,0.5162849702644369,380161.57391282544,15.090950844266164,14741,0.1010713791344629,1.211446007273567,199,6078.154196511449,142379.83108058572,0.9565774454706898,854263,3350.775929546419,145203799.34760132,120332.04006927095,23.424846832991584,0.19050882875123712
Healthtech,Fintech SaaS,Series B,India,40239152.21455916,3353262.684546597,1.0888084383281933,0.7164588146338104,302392.5018988125,27.251474356239594,13055,0.0585771023501724,1.2168788772910988,304,2815.63617857057,92542.58134074604,0.7266268095043816,860788,7284.584719887126,299397710.25820106,132365.63228473408,32.86737897640158,0.0901785903300623
Healthtech,Subscription,Series A,Singapore,47948124.27086311,3995677.0225719255,1.6117241433659384,0.696841002233177,786971.622536956,29.238789686441837,18628,0.0708120049214049,1.1540455372149854,567,2081.974111775144,92808.68930359407,0.7479615651459808,129775,5767.062088935112,355941298.77967465,84564.5930703053,44.577254240910335,0.19695576446526714
SaaS,Subscription,Series B,USA,39982311.353952125,3331859.2794960104,1.0096987703720868,0.6997967207613062,932611.5109762998,6.951208420537053,15280,0.0381048558160265,0.8526254071464611,295,8488.444355649513,116373.89100513465,0.8879447957264059,658034,3403.013807449558,290943873.6934241,135533.25882695636,13.709684145797764,0.2799072327920674
Healthtech,B2B SaaS,Series B,Germany,18273181.68682549,1522765.1405687912,0.6631579613983126,0.4788058243124998,164827.7050913478,33.89220629139955,11104,0.1019967574665783,1.2378114252064267,265,11149.262692007418,140484.85803893086,0.9184844182946298,612869,3825.9587874601793,125645242.06384984,68955.4025917943,12.60037205326953,0.10824236824188169
Healthtech,Fintech SaaS,Series B,Singapore,6012081.003130364,501006.7502608637,1.7085406744220262,0.7185369419956038,139483.24476841034,22.41251399898428,19024,0.1746631276253077,0.8073816115331618,61,16542.91032168716,45008.49477626939,0.8283934629035943,454590,4478.909857972142,36756410.81440667,98558.70496935023,2.720712009014815,0.2784059190735142
Technology,Fintech SaaS,Series B,Germany,5618361.708705914,468196.8090588262,1.994217582783268,0.8396000121538727,298230.2691067582,30.61758712881096,873,0.2497851353138172,1.199410841663922,68,13072.47530806418,14475.66832063578,0.9511693516910552,863511,2484.197774607356,37625040.30362316,82622.96630449874,1.1073395037668186,0.636976295729703
SaaS,Subscription,Series C,Germany,45540847.53383117,3795070.627819264,1.3297246266886058,0.4180813552473481,25321.23744612645,4.704711261475165,3972,0.1554220426354546,1.280889086515649,578,17018.295089876843,9527.559082835798,0.9242698790196692,238933,9285.174758705576,270921539.1779458,78790.39365714736,0.559842160011855,0.00667213865810888
Edtech,Marketplace,Pre-Seed,India,2103549.8473986145,175295.8206165512,0.443475115902158,0.4624618396528215,514440.3703891268,27.59120823485187,10969,0.2142714639428644,0.8931277954646546,379,14745.4976203162,29763.18213946671,0.775812450368984,100430,9804.02737049695,6521823.323994063,5550.263449600566,2.0184589836059037,2.934698434792883
Healthtech,B2C SaaS,Series A,UK,2213292.523850338,184441.04365419483,1.7740841371652936,0.7547891425503104,189665.2894940532,6.026793192198536,12330,0.0540479749312765,1.3880163077325154,357,15724.802777159875,95824.84297405876,0.8602756819884184,458831,1536.789521183992,18820854.753035307,6199.69894635949,6.093866125509912,1.0283247466851966
Healthtech,Fintech SaaS,Series A,India,35018819.6349944,2918234.969582867,1.3160046527283524,0.8702972048477593,165470.21012165683,19.775640368749087,13820,0.1238004950758283,0.8715305157186468,245,2855.0732754807536,42433.25632140735,0.7853172890530328,614890,6148.77671566262,273248891.0185574,142933.9576938547,14.862405349040367,0.056702154503106776
Fintech,Subscription,Seed,UK,10959663.482178405,913305.2901815335,1.1971971843975662,0.558520455658619,55338.63759181643,16.80720145717639,8181,0.1237918420216408,0.9353557209225266,61,11402.283628552035,105598.32498544532,0.8814255750163388,572671,6559.087259558212,67310062.08900894,179666.61446194106,9.26115578470794,0.06059160960385657
SaaS,B2B SaaS,Pre-Seed,Germany,21627767.93947652,1802313.9949563765,1.2707243378350614,0.5803286672251271,522484.4597146231,27.31128771991327,11170,0.231053727350846,1.1021797551098595,532,10501.447271863268,120180.69120381164,0.7880461936883764,519531,4992.002300522492,124379576.44450238,40653.69913435436,11.44420269821419,0.2898964670843991
Healthtech,B2C SaaS,Series A,Germany,2872839.053653207,239403.2544711006,0.5971923004606291,0.567065020250773,189534.55628776192,13.358481203465644,16841,0.1882462160140205,0.8088097061360425,264,17159.65086677625,56466.97440554068,0.7430116117369777,827259,6048.3200386563,10180212.7729879,10881.966112322754,3.29068317554581,0.7916958217902651
Technology,Fintech SaaS,Series A,USA,49773677.18192349,4147806.431826958,1.5556045381414418,0.5554807549603831,693911.7481827707,26.27841006097242,15064,0.1638132723006782,0.8064365869854058,235,4339.341640324381,79238.15714212191,0.7458503651923228,711649,8379.412476447354,313926038.9886671,211802.88162520633,18.260409921584,0.16729607796020698
Technology,B2C SaaS,Pre-Seed,UK,49517051.04988101,4126420.920823417,0.3261119827091106,0.6241228066271756,404721.2615250815,5.641626360324105,16783,0.1912792414707386,1.0602674163935557,290,3183.324881502156,27958.07118239935,0.9539890142037402,469592,542.0259808453609,91097081.87318106,170748.45189614143,8.782663480205771,0.09808045986843252
Healthtech,B2C SaaS,Series A,UK,29363614.133438315,2446967.844453193,1.0119154529088,0.442057667278441,258794.1049745993,30.838416697163854,17083,0.1657957720322258,1.202121953210813,384,15305.479776982676,9658.163776495652,0.8026503477811314,743795,3450.719184643528,210588024.0563858,76467.74513916227,0.6310265288789048,0.10576113844782878
Technology,B2C SaaS,Seed,India,42615574.292370334,3551297.857697528,1.0343433916618212,0.854776121935675,595381.4617262409,31.059051861512817,15374,0.0917417909419658,1.099290175118891,509,2278.5983747421974,60384.32349852956,0.9568545483144693,531645,6345.23917961095,288694512.2541224,83724.1145233209,26.500643627186598,0.1676517953670759
Healthtech,Marketplace,Series B,USA,1338674.2767487697,111556.18972906414,1.858547894082852,0.6241036641284358,321384.37097237044,22.74974732140531,11334,0.0767253055841953,1.2218200794193357,9,12748.641506771406,147289.0861838378,0.8737001587042523,879082,7638.182375521676,11254887.532027496,148741.58630541887,11.5533161792655,2.880919218852085
Technology,B2B SaaS,Seed,India,39122058.01983504,3260171.50165292,1.7402628046107569,0.4570520355918186,737765.232933912,17.522927084403165,19264,0.142744912578706,1.192461445689414,253,19694.64601234617,43946.00857769788,0.9054509792826164,969830,7524.837025559159,279903025.9798808,154632.6403946049,2.2313682891354856,0.2262964486867829
SaaS,Fintech SaaS,Pre-Seed,USA,38889422.06370601,3240785.171975501,1.0049144965429664,0.8927700847474631,475673.98706978,35.27126030943673,4845,0.2004837161343934,0.8508915633870993,249,11198.141860727725,120506.90826087292,0.9589164668215688,444751,466.0101992916248,243127705.27963325,156182.41792653015,10.76133074215597,0.14677738937561885
Healthtech,B2B SaaS,Series B,UK,33797750.87050746,2816479.239208955,1.4408534828078114,0.7868603413758132,868147.4170945496,27.401238459724823,2194,0.2022091821055917,0.8293782258939676,545,12513.575912829869,128860.67038909864,0.7012600349831045,234917,5194.830486951863,231369615.60288468,62014.221780747626,10.297669609929876,0.3082385288017888
Technology,Marketplace,Series B,UK,44792180.58104647,3732681.7150872056,1.3596449772689243,0.5188291816802987,855725.5070392744,14.485036972513972,15594,0.0817464762685373,1.154192150529889,512,8059.413341407115,41948.93256250499,0.9482361174081232,866408,939.6347532340546,320010370.85210985,87484.72769735639,5.204961054296914,0.22925220320299458
Technology,B2B SaaS,Seed,USA,49937294.16633157,4161441.180527631,0.6279060111717716,0.603970975565641,154084.85246903377,21.970773677560107,16150,0.2494192089431001,1.220528606072395,442,7968.908039851522,137379.51528254765,0.8391366469164978,595415,1430.2324417993088,239602517.90513507,112980.30354373658,17.239440409593097,0.03702680052046231
Fintech,Fintech SaaS,Series B,USA,981672.171895619,81806.01432463492,0.9338958371753188,0.7172701324758985,356426.6131313296,16.872598459674144,17749,0.1904711491779797,1.1245139821669707,575,5833.90932721414,134652.52301717628,0.7658271927265846,560689,9099.74166278719,5942234.135806837,1707.2559511228158,23.081010599367122,4.356973213691893
Healthtech,Subscription,Seed,Germany,32706616.52957381,2725551.377464484,0.6337974184539099,0.5206860308133314,336042.50022529194,8.12957161475294,11818,0.2198354476697938,0.9699481599500684,41,15881.093617799206,117789.79229698132,0.822748152403574,561708,4814.947355008584,112681867.94775604,797722.354379849,7.416982427769642,0.12329340147603614
Technology,Marketplace,Pre-Seed,Germany,45137443.06403967,3761453.588669973,1.5858001806472115,0.4925896724767838,570927.3190628208,6.362507191379981,8548,0.2392838627650746,1.1076392385800666,393,8772.85535878179,6340.569961306313,0.9687368662521816,739380,506.6830237179847,229343795.47454825,114853.5446922129,0.7227487177204268,0.15178369361848149
Healthtech,Fintech SaaS,Pre-Seed,India,25852781.28272991,2154398.440227492,0.6595114006057387,0.425480241287443,129368.36088424217,15.688644473667628,9107,0.0245268281983686,1.218913835365948,272,6181.017061916043,59724.74079953653,0.8166506972593613,207417,116.44100598052526,159908443.29062074,95046.99001003643,9.66260733488779,0.06004848428621291
Fintech,Marketplace,Pre-Seed,UK,25457551.055062465,2121462.5879218723,1.0045289126890558,0.566547080505319,442700.4797435207,28.759177538377283,9349,0.07248365041966,0.993494264580638,505,5001.160489960988,72499.64668210871,0.8913123401444676,333685,3374.28384634318,186839331.6903052,50410.992188242504,14.496564712858124,0.2086770147463115
Edtech,Fintech SaaS,Series A,India,35606746.275679216,2967228.8563066013,0.3433853225370744,0.4236870100027409,155441.26420576015,33.32116538651253,9220,0.0122223476370696,0.9129931848868112,490,2390.4634577316247,93402.24370761614,0.767658894446944,31767,5735.199299263701,182851077.5424829,72666.82913403922,39.07285986971249,0.05238600449553546
SaaS,B2B SaaS,Series B,USA,42683136.0211841,3556928.001765342,1.2572822185325994,0.4813717430524788,777478.6403725783,31.231220879089328,5829,0.2305104834166434,1.0726744581791947,156,12147.804195799765,147712.7805090289,0.8012301020189758,734272,3252.1512665017503,255830011.04071093,273609.8462896417,12.15962803879422,0.21858149503917632
Fintech,B2B SaaS,Series B,India,20759902.080082897,1729991.8400069082,0.6693894870089453,0.4390541965401819,49238.07469770353,14.43379562843697,4334,0.0145681954761967,0.899292654549065,397,14220.20646653504,111048.47758215002,0.788802887916394,725320,8911.192625465184,128065655.86104137,52291.94478610301,7.809202900357648,0.028461449099960446
Healthtech,Subscription,Pre-Seed,UK,34685461.803792104,2890455.150316009,0.3872406760620522,0.6536463507910217,991938.9864101365,3.1322509562002034,18484,0.2483402996633215,1.1507833004804993,14,2712.81751526656,134698.02776335995,0.9465064840357538,415338,6255.74109562149,96975989.10614984,2477532.98598515,49.65244695057367,0.3431774356719181
Edtech,Marketplace,Seed,Singapore,14808284.140817871,1234023.6784014895,1.3440610409876863,0.8181225884213006,37797.33303607677,22.658554564629004,11895,0.0655073295248445,1.3243330987422808,504,12293.248638061285,83477.58517335211,0.8109266200165897,254037,6808.445559637961,134395730.49510068,29381.51615241641,6.790522800856406,0.03062934180083003
Technology,Subscription,Pre-Seed,Germany,49172512.09204759,4097709.3410039656,0.86758115640657,0.6572915259427654,32220.48038238897,29.268942358242487,7175,0.1079107432865356,0.8564431778536375,314,17815.197149172865,59856.078766042905,0.8911228474985817,469063,9619.341332456224,222144820.9275676,156600.35698104327,3.359832521910763,0.007863046814954118
Edtech,Fintech SaaS,Series C,Singapore,45637878.932682365,3803156.5777235306,0.4636874446704377,0.634900444087414,738825.0064715733,31.98606921575645,17181,0.1009726468089532,1.1102116921096576,57,14676.492337725347,117661.05937388664,0.8595814692196273,741845,1135.6894583672745,255844120.8751057,800664.542678638,8.016974128855265,0.19426626050558624
Healthtech,Marketplace,Series C,UK,5083137.610320401,423594.8008600334,0.4485748658087869,0.771800182553826,42677.29269030751,35.31441291234023,19760,0.1826350080857976,1.332542653092826,229,8013.671785371629,48550.74080135024,0.870447516091509,571613,4150.485778485492,26191690.685600493,22197.107468648042,6.0584888053409,0.10075027503562109
Healthtech,B2C SaaS,Series C,India,9917434.819456505,826452.9016213752,0.7855516666218576,0.5970534912965593,148486.51916569547,8.374759518300312,9358,0.1742948976144825,1.0036866525253416,19,5023.215558100427,15739.751260618525,0.9109812776400722,954920,8822.256913986914,27771812.769887984,521970.2536556055,3.133401519119886,0.17966724888301247
Edtech,B2B SaaS,Series C,Singapore,26148413.838188965,2179034.486515747,0.9634124504312034,0.5297199199272671,64269.65464963786,18.889214230767266,1805,0.1666046081806391,1.097303933977171,575,2391.7030657863997,38613.007291888505,0.7825367058808719,313030,8779.436892919732,117196412.23490688,45475.502327285154,16.144565704770052,0.02949455598217922
Fintech,Marketplace,Series A,Singapore,47654656.72512227,3971221.393760189,0.1900531739806245,0.4688967679639026,318377.1959465122,21.24564238412723,19647,0.033274693289315,1.3074781746812856,447,10938.815165583655,25631.387181726383,0.7709115328320553,616947,1687.0890473243546,316116197.2355526,106609.97030228697,2.3431593635816577,0.0801711021316426
SaaS,B2B SaaS,Series A,India,14872039.859210284,1239336.6549341904,0.7739426423221405,0.6024274822132669,764814.6723091542,28.487648593260747,872,0.2359693256171437,0.8723932024662119,128,17943.21723198788,15958.951201821585,0.774071147122367,178243,1876.9715162262655,57945654.032034576,116187.81140008035,0.8894141443804799,0.6171161558598187
Healthtech,Marketplace,Seed,UK,35541235.54666573,2961769.6288888105,1.7101025663342977,0.837287569927786,352535.7028218297,20.51806301149788,4912,0.0696175369277563,0.9468779009300872,181,18812.37641398879,133310.33546223142,0.9176604397317538,161673,5224.849060748517,265808202.4540928,196360.41738489352,7.086310231550678,0.1190287385565815
Technology,Fintech SaaS,Series B,India,21784697.926414747,1815391.493867896,0.3069219241395315,0.462831926434268,953204.7215287696,18.90701506634957,16687,0.0492584506504263,1.1326499312239602,572,4312.801616360477,38724.50631286363,0.70841528205313,380443,9176.799235529035,123710057.79178956,38085.136234990816,8.978967677521599,0.5250684079707016
Edtech,Subscription,Pre-Seed,Singapore,20082517.137739383,1673543.0948116155,1.087177878124833,0.4936194723076708,988831.820549185,30.00415966722748,9305,0.1879875118555636,1.0812555782083717,504,18429.183993816645,51866.673039877416,0.7140298731151414,153300,3489.796400425224,120211017.553648,39846.264162181316,2.8143770802483554,0.5908612832348332
Technology,B2B SaaS,Series C,Singapore,39702405.65473263,3308533.8045610525,0.463311491607058,0.8618916580465901,449229.8108619651,24.08745042571743,15081,0.2484084396186827,0.968537831578493,6,1428.8495094950736,69281.04418894058,0.7361284160109717,434341,6359.599848999081,153708374.45766377,6617067.609122105,48.487292558488605,0.13577912072189482
Edtech,Subscription,Seed,Germany,36336388.40635666,3028032.3671963885,0.94914388880207,0.7299756505646394,607701.4495816706,18.60187110104694,6389,0.2380146627098649,1.0056281856529736,335,13626.2624054206,127055.1266348784,0.7112710471831786,177646,4551.363615384537,203074319.7375717,108466.83106375123,9.324282980513804,0.200691860551125
Healthtech,Subscription,Series A,UK,26617549.198702466,2218129.099891872,1.3369916516622449,0.5512401405689641,948584.8876726724,15.0890711223657,14697,0.1067536489885796,1.1370913580377997,444,14451.694193426614,76831.18861095178,0.9539841715346624,330770,6506.010801618919,190190786.1940695,59949.43513221276,5.31641394999201,0.4276508917893523
SaaS,B2C SaaS,Series B,India,6377770.213783034,531480.8511485861,0.228861174165063,0.733744961573379,662407.3835761913,24.876020568933143,8806,0.014743946882246,0.995928105603068,483,15607.398166371446,129233.9298080234,0.7690705056233212,198210,6711.706672595064,34011711.31269524,13204.493196238165,8.280299408679014,1.2463428967283752
SaaS,Marketplace,Pre-Seed,UK,14247686.253301537,1187307.187775128,1.365736267331092,0.8551634550926263,218471.95976570225,20.88860815337373,10923,0.2387013924365357,1.1660362897323042,422,5251.117234342138,94196.24538017652,0.7897375252698445,718136,4056.793738120005,112801957.87291393,33762.289699766676,17.938324584363897,0.18400626393502478
Fintech,Fintech SaaS,Series C,Germany,43767869.90479333,3647322.492066111,1.2399435166448294,0.6219714431979881,937218.7494470114,31.18148441285856,8007,0.0873317617175051,1.1267290412248037,424,12717.609502274274,50782.578776854585,0.7683774002144487,490079,9135.451169029808,370001213.1734724,103226.108266022,3.993091529329722,0.256960757236496
Fintech,Marketplace,Pre-Seed,USA,37275077.13640646,3106256.428033872,1.5411010956958993,0.7812950459813204,490995.4783234604,18.062922418970963,13999,0.1647566066462297,0.9735920816614008,147,5304.606512106618,88308.24474031216,0.8147950687030121,286768,8178.954565853028,268496530.9184351,253571.9533088875,16.6474637729995,0.15806662769121083
Fintech,Fintech SaaS,Series B,India,16872885.42961575,1406073.785801313,1.6051461295774674,0.8195869331171622,155562.48871372823,28.55308473904069,160,0.037769000154263,1.0340375540939175,273,4013.2982999720143,23940.57380406634,0.8183840931131021,998610,6234.718407101628,162045453.67706096,61805.44113412363,5.965311326156165,0.11063607776819062
Edtech,B2B SaaS,Series C,India,6986076.115660476,582173.0096383729,1.591939049097188,0.5353160761354303,887152.0783162334,24.893957488559863,9057,0.2098070283817617,0.9058138280048456,71,8585.208814657146,83275.55435534017,0.8402145217424779,295431,6561.598675205627,44095199.42562264,98395.4382487391,9.699886881396235,1.5238632908579937
Fintech,B2C SaaS,Seed,Singapore,4850434.439347113,404202.8699455927,1.4692944329890008,0.8883320391082946,331959.8598764399,18.219893232639933,10334,0.1119464619557094,0.8308514927341577,224,7196.086362355663,118332.11732009384,0.932993621078956,672428,8230.18478731867,35468794.540682375,21653.725175656753,16.443954583301778,0.8212704178006529
Healthtech,B2C SaaS,Series B,Singapore,40089332.74875188,3340777.7290626564,1.007952020463164,0.8465155097681516,161030.5221569871,32.009269728745686,18315,0.0468461252931073,1.1203040079643762,62,1536.8659077108173,8868.258108616443,0.7001452483663975,87278,7768.776424793075,327701803.6640204,646602.1411089012,5.770352549381379,0.04820150731852744
Edtech,Marketplace,Seed,USA,8483242.344035769,706936.8620029808,0.3363842829017383,0.8304004868102681,826662.1177510929,20.785078286718168,16464,0.2066079710305552,0.8556536464546969,256,14808.391610906185,39360.34193927054,0.9106520960413949,394784,5091.368183469057,36480649.80762435,33137.66540638972,2.6579754894030603,1.1693577774525603
Edtech,B2B SaaS,Series C,Germany,11037541.902283752,919795.158523646,0.4563397157982792,0.775745405285698,136532.1410732813,5.837417553661189,6751,0.0520831627489412,1.29386457368414,109,8090.431144789405,148567.8801467119,0.7384191521813714,987744,4542.422121292381,53414829.34390027,101261.85231452984,18.363407028362904,0.14843755134831071
Fintech,Marketplace,Series B,USA,43655662.04283152,3637971.8369026254,0.4249863241185094,0.510398960604467,662952.4015131621,12.539758194060326,19512,0.1863340313873391,1.139852390485787,448,16605.22911180796,106869.382989659,0.7074417741992416,551133,589.6454577455553,179942969.94494143,97445.67420274892,6.435887290086489,0.18223131767770928
Technology,Subscription,Series B,Singapore,20990938.7570086,1749244.896417383,1.527925121529078,0.813305742328965,569998.6065322433,15.717192868284398,15094,0.1352604329846208,0.9888497711386286,166,11369.083713535014,101821.204993936,0.7185021790574305,362642,2201.543674523355,176064665.7245535,126451.43829523254,8.955972843503368,0.32585409149951133
Healthtech,B2B SaaS,Pre-Seed,India,44524171.69499858,3710347.6412498816,0.966414083560313,0.6380458783393304,936831.104965802,4.96306084205022,3447,0.0616427859108924,1.1514627950928331,281,13654.634782337364,32899.75111117131,0.727763951767668,195888,2149.1530804443137,217460553.78861696,158449.00959074227,2.409420071324648,0.25249146321238447
Technology,Marketplace,Pre-Seed,India,43028066.12232515,3585672.1768604293,0.6747745470147503,0.5803793432591269,74165.00131120309,14.793197575567786,6851,0.1565164161620292,0.923234178603444,162,17789.63597064424,139520.32651701372,0.7279526960095012,753280,1241.731737298781,178286065.12936142,265605.3464341059,7.842787044504153,0.02068370940037833
Healthtech,Marketplace,Seed,Germany,37738148.59540083,3144845.716283403,1.648627273564147,0.6630302634430105,996743.6672887704,4.4577783971573215,17049,0.1063035914046671,0.9943620013625816,283,11621.84697825234,121122.45385126406,0.7476955342243853,948671,9788.478024614344,207475104.6541757,133350.34839364252,10.421962539854237,0.31694517226324476
Healthtech,Fintech SaaS,Series C,Singapore,19098544.824735537,1591545.4020612948,0.8251737978822362,0.6923763514024683,145491.5583368312,13.59582567159121,4345,0.0347880349856919,1.3196867637986118,119,11868.757089324026,54442.24593765877,0.8144274256626796,439971,6368.176903232623,150806229.9148218,160491.97331710535,4.587021667722031,0.09141527357522906
SaaS,B2C SaaS,Series B,UK,16530196.7339287,1377516.3944940583,0.9295406753612474,0.6839671152142464,472581.5532207533,24.73886252395113,7835,0.1430557656111432,0.9924293280164456,582,7696.137193682672,15101.325469158915,0.7464975370759124,346057,7258.826641239322,79901103.904174,28402.399886475432,1.9621954610625638,0.34306782489824783
