sector,business_model,funding_stage,country,arr,mrr,revenue_growth,gross_margin,burn_rate_monthly,runway_months,customer_count,churn_rate,net_revenue_retention,employee_count,cac,ltv,logo_retention,active_users,arpu,valuation
Fintech,B2C SaaS,Pre-Seed,India,45142391.88198809,3761865.9901656746,1.9601628271438558,0.8010129401367968,783887.9899559023,24.201948107853074,16873,0.19695912509875096,0.8807313250478883,496,10381.612829770207,128778.24947426107,0.8295838223661844,536300,3912.3860113934993,305710976.00383234
Healthtech,Fintech SaaS,Series C,UK,23946075.973784916,1995506.331148743,0.8629342687600258,0.5162849702644369,380161.57391282544,15.090950844266164,14741,0.10107137913446294,1.211446007273567,199,6078.154196511449,142379.83108058572,0.9565774454706898,854263,3350.775929546419,145203799.34760132
Healthtech,Fintech SaaS,Series B,India,40239152.21455916,3353262.684546597,1.0888084383281933,0.7164588146338104,302392.5018988125,27.251474356239594,13055,0.058577102350172404,1.2168788772910988,304,2815.63617857057,92542.58134074605,0.7266268095043816,860788,7284.584719887126,299397710.25820106
Healthtech,Subscription,Series A,Singapore,47948124.27086311,3995677.0225719255,1.6117241433659384,0.696841002233177,786971.622536956,29.238789686441834,18628,0.07081200492140492,1.1540455372149854,567,2081.974111775144,92808.68930359407,0.7479615651459808,129775,5767.062088935112,355941298.77967465
SaaS,Subscription,Series B,USA,39982311.353952125,3331859.2794960104,1.0096987703720868,0.6997967207613062,932611.5109762998,6.951208420537053,15280,0.038104855816026524,0.8526254071464611,295,8488.444355649513,116373.89100513465,0.8879447957264059,658034,3403.013807449558,290943873.6934241
Healthtech,B2B SaaS,Series B,Germany,18273181.686825495,1522765.1405687912,0.6631579613983126,0.47880582431249985,164827.7050913478,33.89220629139955,11104,0.10199675746657835,1.2378114252064267,265,11149.262692007418,140484.85803893086,0.9184844182946298,612869,3825.9587874601793,125645242.06384984
Healthtech,Fintech SaaS,Series B,Singapore,6012081.003130364,501006.7502608637,1.7085406744220262,0.7185369419956038,139483.24476841034,22.41251399898428,19024,0.17466312762530772,0.8073816115331618,61,16542.91032168716,45008.49477626939,0.8283934629035943,454590,4478.909857972142,36756410.81440667
Technology,Fintech SaaS,Series B,Germany,5618361.708705914,468196.8090588262,1.9942175827832676,0.8396000121538727,298230.2691067582,30.61758712881096,873,0.24978513531381727,1.199410841663922,68,13072.47530806418,14475.66832063578,0.9511693516910551,863511,2484.1977746073558,37625040.30362316
SaaS,Subscription,Series C,Germany,45540847.53383117,3795070.6278192643,1.3297246266886058,0.41808135524734813,25321.23744612645,4.704711261475165,3972,0.15542204263545464,1.280889086515649,578,17018.295089876843,9527.559082835798,0.9242698790196693,238933,9285.174758705576,270921539.1779458
Edtech,Marketplace,Pre-Seed,India,2103549.8473986145,175295.8206165512,0.443475115902158,0.46246183965282156,514440.3703891268,27.59120823485187,10969,0.2142714639428644,0.8931277954646546,379,14745.497620316199,29763.18213946671,0.775812450368984,100430,9804.02737049695,6521823.323994063
Healthtech,B2C SaaS,Series A,UK,2213292.523850338,184441.04365419483,1.7740841371652936,0.7547891425503104,189665.28949405317,6.026793192198536,12330,0.054047974931276554,1.3880163077325154,357,15724.802777159877,95824.84297405875,0.8602756819884184,458831,1536.789521183992,18820854.753035307
Healthtech,Fintech SaaS,Series A,India,35018819.6349944,2918234.969582867,1.3160046527283524,0.8702972048477593,165470.21012165683,19.775640368749087,13820,0.12380049507582834,0.8715305157186468,245,2855.0732754807536,42433.256321407345,0.7853172890530328,614890,6148.77671566262,273248891.0185574
Fintech,Subscription,Seed,UK,10959663.482178403,913305.2901815335,1.1971971843975662,0.558520455658619,55338.63759181643,16.80720145717639,8181,0.12379184202164087,0.9353557209225266,61,11402.283628552035,105598.32498544533,0.8814255750163388,572671,6559.087259558212,67310062.08900894
SaaS,B2B SaaS,Pre-Seed,Germany,21627767.939476516,1802313.9949563763,1.2707243378350614,0.5803286672251271,522484.45971462305,27.31128771991327,11170,0.231053727350846,1.1021797551098595,532,10501.447271863268,120180.69120381163,0.7880461936883764,519531,4992.002300522492,124379576.44450238
Healthtech,B2C SaaS,Series A,Germany,2872839.053653207,239403.2544711006,0.5971923004606291,0.567065020250773,189534.55628776192,13.358481203465644,16841,0.18824621601402056,0.8088097061360425,264,17159.65086677625,56466.97440554068,0.7430116117369777,827259,6048.3200386563,10180212.7729879
Technology,Fintech SaaS,Series A,USA,49773677.181923494,4147806.431826958,1.5556045381414418,0.5554807549603831,693911.7481827707,26.27841006097242,15064,0.16381327230067827,0.8064365869854058,235,4339.341640324381,79238.15714212191,0.7458503651923228,711649,8379.412476447354,313926038.9886671
Technology,B2C SaaS,Pre-Seed,UK,49517051.049881004,4126420.920823417,0.3261119827091106,0.6241228066271756,404721.26152508147,5.641626360324105,16783,0.19127924147073866,1.0602674163935557,290,3183.3248815021557,27958.07118239935,0.9539890142037402,469592,542.0259808453609,91097081.87318106
Healthtech,B2C SaaS,Series A,UK,29363614.133438315,2446967.844453193,1.0119154529088,0.44205766727844104,258794.1049745993,30.838416697163858,17083,0.16579577203222584,1.202121953210813,384,15305.479776982675,9658.163776495652,0.8026503477811314,743795,3450.7191846435276,210588024.0563858
Technology,B2C SaaS,Seed,India,42615574.292370334,3551297.857697528,1.0343433916618212,0.854776121935675,595381.4617262409,31.059051861512817,15374,0.09174179094196581,1.099290175118891,509,2278.5983747421974,60384.32349852956,0.9568545483144693,531645,6345.23917961095,288694512.2541224
Healthtech,Marketplace,Series B,USA,1338674.2767487697,111556.18972906414,1.8585478940828521,0.6241036641284358,321384.37097237044,22.74974732140531,11334,0.07672530558419531,1.2218200794193355,9,12748.641506771406,147289.0861838378,0.8737001587042523,879082,7638.182375521676,11254887.532027496
Technology,B2B SaaS,Seed,India,39122058.01983504,3260171.50165292,1.7402628046107567,0.4570520355918186,737765.232933912,17.522927084403165,19264,0.14274491257870606,1.192461445689414,253,19694.646012346166,43946.00857769788,0.9054509792826165,969830,7524.837025559159,279903025.9798808
SaaS,Fintech SaaS,Pre-Seed,USA,38889422.06370601,3240785.171975501,1.0049144965429664,0.8927700847474631,475673.98706978,35.27126030943673,4845,0.20048371613439342,0.8508915633870993,249,11198.141860727725,120506.90826087291,0.9589164668215688,444751,466.0101992916248,243127705.27963325
Healthtech,B2B SaaS,Series B,UK,33797750.87050746,2816479.239208955,1.4408534828078114,0.7868603413758132,868147.4170945496,27.401238459724826,2194,0.2022091821055917,0.8293782258939676,545,12513.575912829867,128860.67038909865,0.7012600349831045,234917,5194.830486951863,231369615.60288468
Technology,Marketplace,Series B,UK,44792180.58104647,3732681.7150872056,1.3596449772689245,0.5188291816802987,855725.5070392744,14.485036972513972,15594,0.08174647626853732,1.1541921505298893,512,8059.413341407115,41948.93256250499,0.9482361174081233,866408,939.6347532340546,320010370.85210985
Technology,B2B SaaS,Seed,USA,49937294.16633157,4161441.1805276307,0.6279060111717716,0.603970975565641,154084.85246903377,21.970773677560107,16150,0.24941920894310013,1.220528606072395,442,7968.908039851522,137379.51528254765,0.8391366469164978,595415,1430.2324417993088,239602517.90513507
Fintech,Fintech SaaS,Series B,USA,981672.171895619,81806.01432463492,0.9338958371753187,0.7172701324758985,356426.6131313296,16.872598459674144,17749,0.19047114917797972,1.1245139821669707,575,5833.90932721414,134652.52301717628,0.7658271927265846,560689,9099.74166278719,5942234.135806837
Healthtech,Subscription,Seed,Germany,32706616.52957381,2725551.377464484,0.6337974184539099,0.5206860308133314,336042.50022529194,8.12957161475294,11818,0.2198354476697938,0.9699481599500684,41,15881.093617799206,117789.79229698132,0.822748152403574,561708,4814.947355008584,112681867.94775604
Technology,Marketplace,Pre-Seed,Germany,45137443.06403967,3761453.5886699725,1.5858001806472115,0.4925896724767838,570927.3190628208,6.362507191379981,8548,0.23928386276507463,1.1076392385800666,393,8772.85535878179,6340.569961306313,0.9687368662521817,739380,506.68302371798467,229343795.47454825
Healthtech,Fintech SaaS,Pre-Seed,India,25852781.28272991,2154398.4402274922,0.6595114006057387,0.42548024128744305,129368.36088424217,15.688644473667628,9107,0.02452682819836867,1.218913835365948,272,6181.017061916043,59724.74079953653,0.8166506972593613,207417,116.44100598052526,159908443.29062074
Fintech,Marketplace,Pre-Seed,UK,25457551.055062465,2121462.5879218723,1.0045289126890558,0.566547080505319,442700.4797435207,28.759177538377283,9349,0.07248365041966001,0.9934942645806379,505,5001.160489960988,72499.64668210871,0.8913123401444676,333685,3374.28384634318,186839331.6903052
Edtech,Fintech SaaS,Series A,India,35606746.275679216,2967228.8563066013,0.34338532253707443,0.42368701000274095,155441.26420576015,33.32116538651253,9220,0.012222347637069619,0.9129931848868111,490,2390.4634577316247,93402.24370761614,0.767658894446944,31767,5735.199299263701,182851077.5424829
SaaS,B2B SaaS,Series B,USA,42683136.0211841,3556928.001765342,1.2572822185325994,0.4813717430524788,777478.6403725783,31.231220879089328,5829,0.2305104834166434,1.0726744581791947,156,12147.804195799765,147712.7805090289,0.8012301020189758,734272,3252.1512665017503,255830011.04071093
Fintech,B2B SaaS,Series B,India,20759902.080082897,1729991.8400069082,0.6693894870089453,0.43905419654018196,49238.07469770353,14.43379562843697,4334,0.014568195476196779,0.899292654549065,397,14220.20646653504,111048.47758215002,0.788802887916394,725320,8911.192625465184,128065655.86104135
Healthtech,Subscription,Pre-Seed,UK,34685461.803792104,2890455.150316009,0.3872406760620522,0.6536463507910217,991938.9864101365,3.1322509562002034,18484,0.24834029966332158,1.1507833004804993,14,2712.81751526656,134698.02776335995,0.9465064840357538,415338,6255.74109562149,96975989.10614985
Edtech,Marketplace,Seed,Singapore,14808284.140817873,1234023.6784014895,1.3440610409876863,0.8181225884213006,37797.33303607677,22.658554564629004,11895,0.06550732952484453,1.3243330987422808,504,12293.248638061283,83477.58517335211,0.8109266200165897,254037,6808.445559637961,134395730.49510068
Technology,Subscription,Pre-Seed,Germany,49172512.09204759,4097709.3410039656,0.86758115640657,0.6572915259427654,32220.480382388974,29.268942358242487,7175,0.10791074328653565,0.8564431778536375,314,17815.197149172865,59856.078766042905,0.8911228474985817,469063,9619.341332456223,222144820.9275676
Edtech,Fintech SaaS,Series C,Singapore,45637878.932682365,3803156.5777235306,0.4636874446704377,0.634900444087414,738825.0064715733,31.986069215756455,17181,0.10097264680895324,1.1102116921096576,57,14676.492337725349,117661.05937388664,0.8595814692196273,741845,1135.6894583672745,255844120.8751057
Healthtech,Marketplace,Series C,UK,5083137.610320401,423594.8008600334,0.4485748658087869,0.771800182553826,42677.292690307506,35.31441291234023,19760,0.18263500808579766,1.332542653092826,229,8013.671785371629,48550.740801350235,0.870447516091509,571613,4150.485778485492,26191690.685600493
Healthtech,B2C SaaS,Series C,India,9917434.819456503,826452.9016213752,0.7855516666218576,0.5970534912965593,148486.51916569547,8.374759518300312,9358,0.17429489761448255,1.0036866525253416,19,5023.215558100427,15739.751260618525,0.9109812776400722,954920,8822.256913986914,27771812.769887984
Edtech,B2B SaaS,Series C,Singapore,26148413.838188965,2179034.486515747,0.9634124504312034,0.5297199199272671,64269.65464963786,18.889214230767266,1805,0.16660460818063919,1.097303933977171,575,2391.7030657863993,38613.007291888505,0.7825367058808719,313030,8779.436892919732,117196412.23490688
Fintech,Marketplace,Series A,Singapore,47654656.72512227,3971221.3937601894,0.19005317398062455,0.4688967679639026,318377.1959465122,21.24564238412723,19647,0.03327469328931503,1.3074781746812856,447,10938.815165583657,25631.387181726383,0.7709115328320553,616947,1687.0890473243546,316116197.2355526
SaaS,B2B SaaS,Series A,India,14872039.859210284,1239336.6549341904,0.7739426423221405,0.6024274822132669,764814.6723091542,28.487648593260747,872,0.23596932561714376,0.8723932024662119,128,17943.21723198788,15958.951201821585,0.774071147122367,178243,1876.9715162262657,57945654.032034576
Healthtech,Marketplace,Seed,UK,35541235.54666573,2961769.6288888105,1.7101025663342975,0.837287569927786,352535.7028218297,20.518063011497876,4912,0.06961753692775635,0.9468779009300873,181,18812.37641398879,133310.33546223142,0.9176604397317538,161673,5224.849060748517,265808202.45409277
Technology,Fintech SaaS,Series B,India,21784697.926414747,1815391.4938678956,0.3069219241395315,0.462831926434268,953204.7215287696,18.90701506634957,16687,0.049258450650426396,1.1326499312239602,572,4312.801616360477,38724.50631286363,0.70841528205313,380443,9176.799235529037,123710057.79178956
Edtech,Subscription,Pre-Seed,Singapore,20082517.137739386,1673543.0948116155,1.087177878124833,0.4936194723076708,988831.820549185,30.004159667227476,9305,0.18798751185556367,1.0812555782083715,504,18429.183993816645,51866.673039877416,0.7140298731151414,153300,3489.796400425224,120211017.55364801
Technology,B2B SaaS,Series C,Singapore,39702405.65473263,3308533.8045610525,0.46331149160705803,0.8618916580465901,449229.8108619651,24.08745042571743,15081,0.24840843961868272,0.968537831578493,6,1428.8495094950736,69281.04418894058,0.7361284160109717,434341,6359.599848999081,153708374.45766377
Edtech,Subscription,Seed,Germany,36336388.40635666,3028032.3671963885,0.9491438888020699,0.7299756505646394,607701.4495816706,18.60187110104694,6389,0.2380146627098649,1.0056281856529736,335,13626.262405420599,127055.12663487841,0.7112710471831786,177646,4551.363615384537,203074319.7375717
Healthtech,Subscription,Series A,UK,26617549.198702466,2218129.099891872,1.3369916516622449,0.5512401405689641,948584.8876726725,15.089071122365699,14697,0.10675364898857966,1.1370913580377995,444,14451.694193426614,76831.18861095178,0.9539841715346624,330770,6506.010801618919,190190786.1940695
SaaS,B2C SaaS,Series B,India,6377770.213783034,531480.8511485861,0.22886117416506302,0.733744961573379,662407.3835761913,24.876020568933143,8806,0.014743946882246003,0.995928105603068,483,15607.398166371446,129233.92980802339,0.7690705056233212,198210,6711.706672595064,34011711.31269524
SaaS,Marketplace,Pre-Seed,UK,14247686.253301537,1187307.187775128,1.365736267331092,0.8551634550926263,218471.95976570225,20.888608153373735,10923,0.23870139243653576,1.1660362897323042,422,5251.117234342138,94196.24538017651,0.7897375252698445,718136,4056.793738120005,112801957.87291393
Fintech,Fintech SaaS,Series C,Germany,43767869.90479333,3647322.492066111,1.2399435166448294,0.6219714431979881,937218.7494470114,31.18148441285856,8007,0.08733176171750517,1.1267290412248037,424,12717.609502274274,50782.578776854585,0.7683774002144487,490079,9135.451169029808,370001213.1734724
Fintech,Marketplace,Pre-Seed,USA,37275077.13640646,3106256.4280338716,1.5411010956958993,0.7812950459813204,490995.4783234604,18.062922418970963,13999,0.1647566066462297,0.9735920816614008,147,5304.606512106618,88308.24474031216,0.8147950687030121,286768,8178.954565853028,268496530.9184351
Fintech,Fintech SaaS,Series B,India,16872885.42961575,1406073.7858013127,1.6051461295774674,0.8195869331171622,155562.48871372823,28.55308473904069,160,0.037769000154263065,1.0340375540939175,273,4013.2982999720143,23940.57380406634,0.8183840931131021,998610,6234.718407101628,162045453.67706096
Edtech,B2B SaaS,Series C,India,6986076.115660476,582173.0096383729,1.591939049097188,0.5353160761354303,887152.0783162334,24.893957488559863,9057,0.2098070283817617,0.9058138280048456,71,8585.208814657146,83275.55435534017,0.8402145217424779,295431,6561.598675205627,44095199.425622635
Fintech,B2C SaaS,Seed,Singapore,4850434.439347113,404202.8699455927,1.4692944329890008,0.8883320391082946,331959.8598764399,18.219893232639933,10334,0.11194646195570941,0.8308514927341577,224,7196.0863623556625,118332.11732009384,0.9329936210789561,672428,8230.18478731867,35468794.540682375
Healthtech,B2C SaaS,Series B,Singapore,40089332.74875188,3340777.7290626564,1.007952020463164,0.8465155097681516,161030.5221569871,32.009269728745686,18315,0.04684612529310733,1.1203040079643762,62,1536.8659077108173,8868.258108616443,0.7001452483663975,87278,7768.776424793075,327701803.6640204
Edtech,Marketplace,Seed,USA,8483242.344035769,706936.8620029808,0.3363842829017383,0.8304004868102681,826662.1177510929,20.785078286718168,16464,0.20660797103055528,0.8556536464546969,256,14808.391610906183,39360.34193927054,0.9106520960413947,394784,5091.368183469057,36480649.80762435
Edtech,B2B SaaS,Series C,Germany,11037541.902283752,919795.1585236461,0.45633971579827926,0.775745405285698,136532.1410732813,5.837417553661189,6751,0.05208316274894125,1.2938645736841399,109,8090.431144789405,148567.8801467119,0.7384191521813714,987744,4542.422121292381,53414829.34390027
Fintech,Marketplace,Series B,USA,43655662.04283152,3637971.8369026263,0.4249863241185094,0.510398960604467,662952.4015131621,12.539758194060326,19512,0.18633403138733917,1.1398523904857867,448,16605.22911180796,106869.38298965899,0.7074417741992416,551133,589.6454577455553,179942969.94494143
Technology,Subscription,Series B,Singapore,20990938.7570086,1749244.8964173833,1.5279251215290781,0.813305742328965,569998.6065322433,15.717192868284398,15094,0.13526043298462084,0.9888497711386286,166,11369.083713535014,101821.20499393601,0.7185021790574305,362642,2201.543674523355,176064665.7245535
Healthtech,B2B SaaS,Pre-Seed,India,44524171.69499858,3710347.6412498816,0.966414083560313,0.6380458783393304,936831.104965802,4.96306084205022,3447,0.06164278591089244,1.1514627950928333,281,13654.634782337365,32899.75111117131,0.727763951767668,195888,2149.1530804443137,217460553.78861699
Technology,Marketplace,Pre-Seed,India,43028066.12232515,3585672.1768604293,0.6747745470147503,0.5803793432591269,74165.00131120309,14.793197575567786,6851,0.15651641616202924,0.923234178603444,162,17789.63597064424,139520.32651701372,0.7279526960095012,753280,1241.731737298781,178286065.12936142
Healthtech,Marketplace,Seed,Germany,37738148.59540083,3144845.716283403,1.648627273564147,0.6630302634430105,996743.6672887704,4.4577783971573215,17049,0.10630359140466719,0.9943620013625817,283,11621.846978252339,121122.45385126406,0.7476955342243853,948671,9788.478024614345,207475104.6541757
Healthtech,Fintech SaaS,Series C,Singapore,19098544.824735537,1591545.4020612948,0.8251737978822362,0.6923763514024683,145491.5583368312,13.59582567159121,4345,0.034788034985691905,1.3196867637986118,119,11868.757089324026,54442.24593765877,0.8144274256626796,439971,6368.176903232623,150806229.9148218
SaaS,B2C SaaS,Series B,UK,16530196.7339287,1377516.3944940583,0.9295406753612474,0.6839671152142464,472581.5532207533,24.73886252395113,7835,0.14305576561114328,0.9924293280164457,582,7696.137193682672,15101.325469158915,0.7464975370759124,346057,7258.826641239322,79901103.904174
Technology,Fintech SaaS,Series A,India,37801423.16942402,3150118.5974520016,0.5519736065734743,0.8133949409618723,928954.7624325486,22.714019459436745,2100,0.022618237677533293,1.3673119346131437,403,7971.197738445887,138661.15968126905,0.862113706930068,978905,481.5657933020136,318779595.6454341
Technology,Marketplace,Seed,UK,37198652.064997025,3099887.6720830854,1.7116834072849043,0.6482087412196542,476442.29155010986,3.180612591542707,540,0.19879593099846382,0.9984296400476633,528,7586.59963364945,85196.60868397512,0.7756957006958116,878824,1689.824294590695,181199308.9470164
SaaS,Fintech SaaS,Seed,India,48274256.0787386,4022854.673228217,1.9289808288331995,0.8278210608512018,203857.10690973292,22.610998911952137,19243,0.09987134474774505,0.860663699561351,527,16257.065464350453,72782.76915296358,0.85802995050057,638256,6111.393161891314,353908400.80857694
Edtech,Subscription,Pre-Seed,India,6008114.250615572,500676.18755129765,1.599763588914265,0.8188584290935206,298709.1918819407,13.025288407528155,8358,0.21984022152035518,0.8143822133167733,564,9380.779150693721,103828.8886671905,0.7457496760418472,520697,6716.474333872022,37608580.10938993
Technology,Fintech SaaS,Series B,USA,23140187.139507018,1928348.9282922514,1.0683892432656257,0.5071632014274934,156831.18109553828,9.219651999405947,9850,0.033234435833193146,1.3683918774377626,209,8218.882417617182,121536.4707735056,0.972836794470477,245544,6551.527732556441,192888974.0344391
Fintech,B2B SaaS,Pre-Seed,Germany,21610710.24613312,1800892.5205110933,0.12000282771434988,0.6673003756446376,993672.1368511105,34.637348357073826,8586,0.019695814922119165,1.2234782021776929,329,18079.185237441507,7722.097110682502,0.9620447485631025,302113,8391.009863498992,114785457.93880022
SaaS,B2B SaaS,Series B,UK,7872307.781631511,656025.6484692926,1.0930513983029475,0.8578724289393548,576099.1512783369,16.108698948603195,15858,0.025148120968929044,1.3812513928169592,269,6350.952864605439,29215.16025925522,0.7800932445153106,198337,1033.4319295312694,83027763.28976928
Fintech,B2C SaaS,Pre-Seed,USA,48797287.26435803,4066440.605363169,1.6922015782579,0.8716911756389265,144396.55165510136,29.26102265051001,16602,0.14096216657945146,1.1260973570479162,579,19441.715609204883,106020.91013343396,0.8352227490520995,898972,4618.398193228269,400634058.91412497
Healthtech,B2B SaaS,Seed,UK,4578686.4390346445,381557.20325288706,0.2010003662578545,0.7899349219361559,457151.4350618216,33.71258812197247,16704,0.01844223572426074,0.8945140047904877,369,4275.231901657549,146384.6676340594,0.7612371833224577,383851,9368.151623237942,31404967.220484484
Technology,B2B SaaS,Series A,USA,7764731.443634149,647060.9536361791,0.17349053346998827,0.4975621205461682,577198.3204096607,33.11081027775618,991,0.1389325320866416,1.1755937340194484,478,16051.555689342233,93050.54736733189,0.941958312173963,202266,9493.546759357263,37052142.77461802
Edtech,Subscription,Pre-Seed,Germany,21948294.127224278,1829024.5106020232,1.894102621057723,0.5891549111867076,775357.7493920625,20.835730841634916,8466,0.08697618854882838,1.1919151310136913,113,13522.497214760891,65779.20227454788,0.764020768745392,767744,1771.8431119658762,186176554.3295575
Healthtech,Fintech SaaS,Pre-Seed,UK,24932620.348032404,2077718.3623360337,1.0631217163139033,0.6540964573891224,447934.13955206267,35.828891463377076,2155,0.12670734704093964,1.0867679484438986,553,1523.1499430889655,89350.53804129279,0.7638309762224911,422055,6412.328904267594,140224179.66796723
Edtech,Subscription,Seed,UK,44848093.04237585,3737341.086864654,0.9773442878042229,0.4301654092871109,825769.2751719308,24.390063079015434,14954,0.11276076724212959,1.182762046547987,470,17153.334275172827,95028.75098791123,0.7973486177540529,435257,6751.356467279266,306270162.7617393
Technology,Fintech SaaS,Series C,India,40624935.76323425,3385411.313602854,1.0362365137483454,0.7682865465578665,470515.27516452025,10.111339679819116,8507,0.1888489222674426,0.878693101510826,235,12611.13465912733,112343.2002286184,0.9505126083229882,198984,2798.606324417328,197343548.4167009
Fintech,Fintech SaaS,Series B,India,9963582.414506512,830298.5345422094,0.6180924344390082,0.6646956770131438,885169.0547133965,28.098018750085608,3397,0.05204333628544088,1.0146095789155845,426,9672.417536516223,22966.467069352293,0.7765603165954682,248739,1360.0343634574886,50568763.03874356
Technology,B2C SaaS,Pre-Seed,USA,24108042.777981173,2009003.5648317644,1.5753118307722003,0.7739950644762235,818771.634294379,17.79194089463003,1407,0.20693369983356658,0.9444518427285618,207,3691.8404130724657,70655.1963748572,0.8097768062763241,361130,2485.1784525016906,168538661.26904956
