sector,industry,country,annual_revenue,ebitda,net_income,total_cash,total_debt,total_assets,total_liabilities,shareholders_equity,gross_margin,operating_margin,net_margin,revenue_growth,employee_count,company_age_years,free_cash_flow,operating_cash_flow,capex,customer_count,recurring_revenue_ratio,enterprise_value,cash_to_debt_ratio,debt_to_assets_ratio,revenue_per_employee,equity_ratio
Technology,Retail,USA,426014171.1994374,89151334.23030207,16830741.46353713,29618770.998476423,54887709.2084359,349721238.4645622,149386567.8289081,200334670.6356541,0.6539697311579766,0.1090718050688179,0.039507468533618,0.1334192327194204,610,18.80793682857994,49119148.58600724,103346094.16032112,27559104.879713856,2729,0.8973311920538157,1929608641.9563367,0.5396248345143944,0.156947028580301,698383.8872121924,0.5728410190791268
Consumer,Healthcare Services,Singapore,419263806.9321644,32117654.86269192,75407428.59025343,33451394.437273577,52010001.24470376,399872535.4907676,259324016.91650084,140548518.57426676,0.2159497267624582,0.0981656116082294,0.1798567568758781,0.0072087500666539,4274,9.53176063409012,27470844.086958483,33021269.654979706,5253958.166291089,3886,0.0048868507158304,875171821.6424788,0.6431723444859554,0.13006645025238195,98096.3516453356,0.3514833005516874
Energy,Software,India,123083646.2105573,32291266.68814345,3588763.464013976,40147710.75526297,74223634.41378243,260024575.92210352,142769195.5826465,117255380.33945704,0.6608891202604608,0.0580302599094132,0.0291571104245216,0.0307128442876221,4011,6.747099813614437,21062479.05363479,34635420.97405301,6658927.311146718,439,0.1396916931969818,406431256.3437096,0.540901979165386,0.28544853558772026,30686.523612704386,0.45093960801068145
Healthcare,Software,USA,139025581.90231112,31625007.50379488,24584278.13468125,30771408.495864943,4360025.199303648,256881077.92069057,56815743.25436268,200065334.6663279,0.6862801412517495,0.1919156570201241,0.176832765583789,0.0192511385690012,1868,8.974262697452122,28146686.455180086,29388497.132003784,9020767.526140723,467,0.5727675078969992,523366021.2163346,7.057621708420292,0.01697293251256818,74424.82971215798,0.7788247242099164
Financial Services,Software,UK,154164603.09478536,29985678.818969928,20344200.98235201,32637041.18464279,75247552.77564147,162234547.01601648,73683097.52634886,88551449.48966762,0.4222189149074213,0.1448337458965236,0.1319641511342505,-0.0023129895209021,4731,7.095595175165083,16163413.529191248,25558362.36479584,6159373.067959646,3930,0.5711662056764367,506038695.9197032,0.43372893842745397,0.46381953880767895,32586.050115152266,0.5458236307765291
Financial Services,Manufacturing,Singapore,112726120.71499616,22215676.329634905,7972729.14081822,2284961.796729503,33472003.53254883,181041029.75613257,56628988.53389145,124412041.22224112,0.5148518632171637,0.1631543800863842,0.070726545810758,0.2308008724441485,2744,26.7924561477992,12398726.15574045,24297643.11832702,5460465.332443337,3243,0.3882763756619011,423521375.2863514,0.0682648648297244,0.18488628559855505,41080.947782433,0.6872035658978944
Healthcare,Software,Germany,369669315.798699,100402452.95422111,61871239.745666906,25429829.79656341,41622009.17924552,798404283.3459352,285210246.2640184,513194037.08191687,0.6605602992897878,0.1488283293034847,0.1673691515672306,-0.0036573102658926,2573,4.738247588771861,82430073.06127009,73071294.64945823,10958033.790044315,2830,0.1556950006724344,1070068495.053912,0.6109707411540285,0.05213149534320747,143672.48962250253,0.6427746541278994
Consumer,Business Services,Germany,12268007.562235031,3150342.834936659,1926662.1721455243,18926947.872981638,12289031.924850784,22345300.9860113,5806119.837485419,16539181.148525884,0.4007056485930389,0.2416858361801945,0.1570476837719293,0.3481857890334548,2258,13.816537376989116,2343327.464213046,3316375.929066296,455743.21506759,3862,0.5767997711275434,49945609.02241071,1.540149621933011,0.5499604562294335,5433.130009847224,0.7401637220675529
Technology,Logistics,India,86056895.60785645,7872202.282762145,13236298.076682612,49462083.63283847,44477554.24227587,191598668.09122488,133191889.5516444,58406778.539580464,0.2778777387128261,0.1396491226508702,0.153808686488038,0.1070290863367679,2634,5.041872778555031,6121936.868361814,7217939.722485131,3687786.284789072,4595,0.1628339870077813,279665333.0917598,1.1120684236235456,0.23213916195439838,32671.56249349144,0.3048391678368638
Industrials,Manufacturing,UK,120261881.0471346,14793995.16260463,11837570.18636626,29529036.0642324,39463198.06805333,113406481.04753111,36498030.46464095,76908450.58289018,0.6639736116193977,0.1775177400956918,0.0984316067842538,0.2096596200537097,2045,30.990314723502102,6347426.363788548,13067597.95045492,5744539.70734874,3354,0.3046108349675934,436867745.9003245,0.748267690147927,0.3479800951721044,58807.76579321985,0.6781662729721433
Industrials,Retail,UK,426747680.8561787,75192032.70406373,70638843.3274647,29562635.05658054,68021943.90669774,588486909.3223374,264471006.9863486,324015902.3359888,0.4922760725525177,0.0709959431792141,0.1655283590194159,0.1094210026806162,3847,36.85883155696369,53793592.305767246,59307963.26873813,14389886.773462957,1589,0.0223408186187152,1389601236.507838,0.43460438438998616,0.11558786241316278,110929.99242427312,0.5505915207342574
Consumer,Manufacturing,Germany,157229860.84828913,31386114.42978891,3328605.3681868613,14262094.276740285,56242677.25591141,295184695.1688357,203943983.70391372,91240711.46492197,0.5411967403119242,0.1455011747255465,0.0211703130068825,0.254573025273603,3261,29.38644597529736,27670174.61310447,34242331.987589754,11112393.474954262,4517,0.1026936640652734,560321196.027171,0.25358135445519286,0.19053385279254567,48215.228717659964,0.3090970262287323
Healthcare,Business Services,UK,328780692.6937666,96153156.09852414,58369256.03374562,14767298.15165131,58700279.79503329,682210736.2441882,254632722.25870284,427578013.9854853,0.2681283761753216,0.0581893920571439,0.1775324930290599,0.2609372510116714,2774,20.608590189042424,85842661.31881544,89661541.9264962,25794222.451320168,1217,0.7143139355039754,1240599322.0200748,0.25157117143589475,0.08604420405078807,118522.23961563324,0.6267535693434756
Healthcare,Software,Singapore,402019594.5579335,113038027.06359288,60951515.18399575,2330050.9964581244,29816187.30453873,354897833.8081957,90371590.95671578,264526242.85147995,0.5714180957671163,0.1926516392623396,0.151613294498789,0.2594882731006505,60,30.098395802107376,90479683.17694324,81893999.52258389,10620336.771878973,4328,0.5597079960377213,1733460207.1547494,0.07814718135015992,0.08401343841578043,6700326.575965558,0.745358854442721
Industrials,Manufacturing,Germany,340257262.6853766,19531386.92287794,28655408.19397616,44833926.628493,53729024.7084687,409676283.2396191,256617358.45016664,153058924.78945243,0.3914172828752329,0.2206689342288119,0.084216889208542,0.0695774604475622,2582,24.432169533559662,11688949.793339342,16355828.04721295,24518608.07908722,4333,0.0763304321121867,834371999.0518585,0.8344451973911661,0.13114995157540685,131780.50452570742,0.3736094351840438
Industrials,Manufacturing,Singapore,404678644.95825946,121276460.66282897,27282596.20289649,20693126.58099847,10945702.242370104,719228184.9240692,502589476.74336046,216638708.1807087,0.5854845555663621,0.1690425680826743,0.0674179291217863,0.1069476371687176,2489,20.88283065295328,56658356.103530206,107049425.87358756,5949450.607079806,4577,0.1817811339199034,1178660703.5768502,1.8905252603068916,0.015218678121639061,162586.84007965427,0.3012099813685414
Industrials,Business Services,India,174929768.87755933,27130809.976317234,30345676.40217733,37722174.51795832,43268530.9555961,224560753.2852486,145627289.07050988,78933464.21473873,0.3293034142843627,0.1150685461033354,0.1734734836551321,0.3136259257691793,3180,22.12259810083275,20922167.60436119,27005259.36089995,9750715.575305227,134,0.2172348554639966,575621230.9220767,0.871815466919141,0.19268073482383713,55009.36128225136,0.3515016006135025
Consumer,Healthcare Services,Singapore,437785610.8189497,52889638.46232135,48085628.616709165,39702734.04449802,62705928.75005709,676491121.8363152,296390144.85155207,380100976.9847631,0.7470859619142638,0.1849194953958048,0.1098383031063015,0.2758553772471531,3364,31.92841377671489,26052889.687570386,51889250.35436399,7500401.82110761,4513,0.5876299139075986,1870386192.7114587,0.633157579130217,0.0926929071586981,130138.40987483642,0.5618713457066372
Industrials,Business Services,UK,22742161.95199077,6593945.003650967,829643.8348762668,2533415.1185899237,19685328.92039508,20727245.92121796,8862118.90564495,11865127.01557301,0.4838482906914118,0.1125139898057168,0.0364804294608254,-0.0296158069700455,2176,6.240813993470614,3905278.362524692,4815322.140508862,1338905.6864324734,2251,0.2718644119052746,71588554.72572757,0.12869559502077543,0.9497320095113893,10451.361191172227,0.5724410787941189
Industrials,Logistics,UK,5822050.299026264,454222.349197551,920130.39579122,561036.5943394527,40653388.46503001,9502479.254931731,3483106.0284575843,6019373.226474147,0.4372298610805473,0.2061162275053168,0.1580423301985404,0.2864814824859825,2658,14.254636756773731,236759.5052503473,426937.9849844008,336678.0197766407,1309,0.2054275879170785,17764758.308231674,0.013800487868853925,4.27818755236231,2190.3876219060435,0.6334529194946811
Energy,Healthcare Services,Germany,233080954.59358528,53116704.62570903,10272493.433671763,2845013.990271352,11056429.73108246,550537081.661327,112656342.96257636,437880738.6987506,0.3035770861462435,0.0562567025803289,0.0440726418491958,-0.0057482129751187,261,25.56567289187526,27664213.121069957,52299027.41405654,11960240.770765714,3440,0.0042672536206865,663769317.8826612,0.2573176024692029,0.020082988229817415,893030.4773700585,0.7953701090894382
Energy,Software,Germany,85558025.62195401,20810650.49565891,13422227.272740498,13086042.445830788,73503494.47221448,134546637.28904912,67503693.05207372,67042944.2369754,0.741557243489704,0.1223072157278398,0.1568786466864937,0.2752637383280451,759,32.37011384517666,14575092.011432553,16818706.7250018,3335208.1160599315,1598,0.2858720709272055,276621936.1223307,0.1780329294517763,0.5463049538302879,112724.67143867459,0.49828777283333925
Technology,Healthcare Services,UK,14421903.169655858,1317757.2623847532,1961801.84476283,35550516.1663376,59086430.916590616,19313241.48650063,12457228.648799246,6856012.837701382,0.5266068014156462,0.0752052683493253,0.136029331336139,0.0074874645822136,1745,28.33762622332865,641051.969069879,1256674.4045015867,1145448.313755162,1332,0.0149218217078012,40747664.10771745,0.6016697169697472,3.059374106510823,8264.70095682284,0.3549902714411523
Industrials,Healthcare Services,UK,67820437.88166401,18604878.918958947,10909653.150761418,27041920.449013077,49743362.38886052,85753397.72245865,19316797.35239493,66436600.37006371,0.5270121848899754,0.1089510386405526,0.1608608480204307,0.2154484186641407,4884,2.690100668745834,12983542.891775552,15174888.461863944,4826929.4199476205,4182,0.2282980559056456,251613147.9435227,0.5436287205037996,0.5800745359368172,13886.248542519248,0.7747401518139974
Consumer,Business Services,India,340422277.98189807,78788151.98407441,37688166.48070368,38041900.74064533,78673366.079435,514978246.738492,235495188.27837497,279483058.46011704,0.2068584328676672,0.2092057112620757,0.1107100472511019,0.1580920268183975,1992,17.502534353701478,35221138.856293544,90198899.07113658,12817071.292995388,808,0.1344367407313356,1261935733.53526,0.48354230454859576,0.15277027054578804,170894.71786239863,0.5427084740572345
Financial Services,Software,India,103773286.48524772,27473532.942905694,17227739.41759842,11001296.67240342,37584071.05398623,212417829.86153373,135773837.47271878,76643992.38881496,0.4084789822705179,0.1534038973698858,0.1660132390627089,0.2466865642078939,3270,31.752484940991227,18818460.948024288,20668546.214229617,7604312.415103409,3658,0.7790152853889254,485006469.3819742,0.2927116824731685,0.17693463434065637,31734.949995488598,0.36081713309459923
Industrials,Retail,India,373082180.7282877,20812398.27363724,65914645.49718504,19168661.677606195,57545002.69526589,861398571.898279,342246525.4200849,519152046.478194,0.3755228687298163,0.1717482257796493,0.1766759413931647,0.1823957494992202,1037,17.547319149742293,14587147.25452468,24302443.592125144,15943599.078983948,347,0.3394853845947035,1124016899.8791912,0.33310732087572154,0.06680415381749817,359770.666083209,0.6026850559249589
Industrials,Healthcare Services,Germany,85621392.77450468,18934359.17986757,6363077.156502449,47767470.39686248,19487739.628688592,82896205.86082967,47810575.857937865,35085630.0028918,0.6845698285548285,0.1056226713742975,0.0743164406734244,0.0308352406581911,4878,21.83646745192747,12008328.137543792,15710214.982593833,1126958.8912270698,936,0.4333422062936526,357026802.71735364,2.451154998322242,0.23508602627007555,17552.561044383903,0.42324771849987114
Energy,Healthcare Services,India,59792576.64465998,6763082.894877963,4015898.5685387966,38357775.8540581,70136863.78116955,139483593.69591576,96562302.59868386,42921291.097231895,0.740301675707493,0.2405998265535963,0.0671638319319268,-0.0212711437988462,2487,7.236154365256597,3734799.336587669,6603806.388750198,1003824.8154747772,4084,0.5550805611695782,190671910.59871855,0.5468989314055479,0.50283235413387,24042.049314298343,0.307715695874623
Financial Services,Business Services,Germany,130361459.82809769,11742700.39257629,20376709.21673652,29419279.0730303,58810354.20157068,169894337.34474966,65515727.85175177,104378609.49299788,0.4226702304345936,0.2020029943488069,0.1563093052471677,0.2589411950698272,234,37.77847655604776,5405489.896213717,13481336.839339525,2219755.203191525,1041,0.2380858300361799,435876918.8502268,0.5002397872353672,0.34615841305076983,557100.2556756311,0.6143736814558614
Healthcare,Retail,UK,227680353.4723425,25344180.091164146,30427027.62820084,42641065.14540909,69966011.18844575,313481159.1177736,145902030.2832903,167579128.8344833,0.3366235221261083,0.098959300310029,0.1336392322137578,0.0145016251407696,2079,37.72072241068556,21390346.43202651,27591685.67682123,10527098.604930874,1418,0.4767710995642482,708813989.0691906,0.6094539966064391,0.2231904825966265,109514.35953455628,0.5345748028560928
Financial Services,Business Services,Singapore,70218642.28157339,5716918.397153669,12102881.991183138,24360522.599524356,76256441.99241512,75701362.46974562,36125316.67654992,39576045.7931957,0.3142444893433466,0.1006369212253203,0.1723599545353093,-0.0379781684955284,1913,36.84023948990944,3205856.296010066,5740155.417728113,2987872.692117912,603,0.3604061207207505,201046941.0126063,0.3194552743746868,1.0073324905201189,36706.033602495234,0.5227917239800333
Healthcare,Healthcare Services,Singapore,410062395.0084122,96530187.86821292,38956537.5027284,8067417.545253631,73653268.66188543,566032913.4149938,127387600.458367,438645312.9566268,0.3883220222458458,0.2088914060991769,0.0950014875222324,0.1990834979952832,4943,30.531866220304668,76916961.49883343,77801140.72131842,30617239.8847029,2659,0.5751122843377482,1352375302.7351608,0.10953237638764036,0.13012188322675444,82958.20251029986,0.7749466551515332
Technology,Retail,Singapore,144043711.0522568,9437135.598981729,13442436.636613604,6886987.830511066,12186136.812606055,270064785.6416393,107070883.01689965,162993902.6247397,0.7070188475852472,0.113831298921614,0.0933219266458422,0.2404720513535604,3603,27.078149442912597,6604557.439296951,8836858.149263183,11019959.916247692,2310,0.3084422784794602,418241150.9667449,0.5651493936443223,0.04512301292318936,39978.82627040155,0.6035363042148835
Financial Services,Business Services,Germany,24925601.27026226,4048121.340938064,4057838.792087461,37606121.63668194,79344617.31981026,42458355.9377612,22502837.760681152,19955518.177080043,0.3663641546258604,0.2395071199331984,0.1627980303499722,0.0965341954226145,4233,30.063407082091885,2435228.768217517,3970840.538922153,1505126.8855498177,2951,0.8163776942185577,91907168.27694824,0.47395932965565746,1.8687632991753105,5888.400961554987,0.4700021405994243
Consumer,Software,USA,174469404.4835268,26526182.93473766,15773432.94189764,6727447.40645812,7337894.324720535,337551691.55011034,178145899.019422,159405792.53068835,0.5646003428155524,0.0539532890685383,0.0904080173173683,0.0806187370687119,4028,31.56975405667247,22025092.90721029,21840072.4606718,9901041.196867542,997,0.116426523112447,468748407.9805021,0.9168089793544875,0.02173857962619988,43314.152056486295,0.47224113082847397
Healthcare,Manufacturing,UK,338994590.93789256,94098704.18139596,17764531.951560482,27332912.2300606,56111288.09947459,820356128.8299589,414304653.8127204,406051475.0172385,0.3403088120650593,0.1750956313827872,0.0524035852678697,0.0781964646712064,1431,39.0928788462849,56443984.878121726,98118023.09378672,3941127.643707018,2700,0.7875968519902605,1399229459.4671822,0.487119671564206,0.06839869433230647,236893.49471550842,0.4949697585564131
Consumer,Business Services,Germany,468289062.2206844,123392338.77530974,33508193.360789634,27455145.90104631,39185940.487397015,877922226.8275611,322246299.11381644,555675927.7137446,0.3343127504212385,0.2325343670511072,0.0715545078116701,0.3195497997994025,1593,39.17176836905333,95320058.87699504,133551676.00126655,29680772.55388477,4218,0.4325468678480759,1856493575.0212836,0.7006376664578572,0.044634865469801804,293966.7685001158,0.6329443665206221
Technology,Business Services,India,148213467.3706556,16963342.94835791,16859848.067421135,20794128.21713964,17508528.703570575,324186609.9762834,204329944.38706043,119856665.58922294,0.2922347358227795,0.0515014065599999,0.1137538198553687,0.0844519874117494,3231,32.3054117558686,13902934.2224593,13047601.791903531,9515825.291381052,3028,0.3510563311408763,527928636.3864475,1.1876570881080957,0.05400756281961014,45872.320448980376,0.369715040352812
Industrials,Retail,Germany,81211973.37592508,12644711.00632687,9676160.080792602,46678588.72945604,78465691.64264274,74584189.69280286,20063054.444066584,54521135.24873628,0.6349058856427967,0.1041264304541721,0.1191469641551778,0.3039396238025442,1133,6.250102490465733,10321430.508614764,9966285.434090847,3219622.503987816,3320,0.496966435703397,308147551.9630172,0.594891700465025,1.0520418867031605,71678.70553921013,0.7310012413260474
Consumer,Business Services,Germany,496060792.7363872,148746545.7787854,50912457.56474327,5212354.804562767,58227463.91749747,1220472720.8804758,438348880.3949168,782123840.485559,0.4536648872106656,0.1349553849630911,0.1026335044217025,-0.0294323381772282,3270,27.546048386490902,85777499.12895034,162688847.68365702,33855358.02110097,4531,0.3749993982358921,1596142047.3362818,0.08951711879377326,0.04770894336375737,151700.54823742728,0.6408368061854899
Technology,Software,India,401687769.7521479,69417415.49137819,65428897.56416685,7623480.455888635,70325502.37271681,386970691.489408,107099077.01325476,279871614.47615325,0.4936120073006782,0.063503696037483,0.1628849631258084,-0.0288771594399558,1148,18.580033068382,54653160.10515464,49801384.96217227,22357150.924681533,12,0.7408145856745678,1273479319.646279,0.10840278702148608,0.1817334075147697,349902.23846005916,0.723237238972693
Consumer,Manufacturing,India,412446681.9252969,76193519.90792054,62309137.16625088,5091425.83251249,31558521.435100354,847271007.2529708,278519991.89842683,568751015.3545439,0.613780902938454,0.1508357208781627,0.1510719806870368,0.2501063951792932,4306,19.65782623857852,44493371.298618935,61685862.900227465,10140642.576218504,3246,0.1070193132305644,1188580683.8312747,0.16133283819975325,0.037247257565698674,95784.18066077495,0.6712740203380182
Consumer,Healthcare Services,USA,91796523.16969134,23479430.65052035,7688974.062597987,49524228.63934388,10976900.62324899,175424780.91347745,74444093.92779154,100980686.98568591,0.4161049971833906,0.2250168398108165,0.0837610597558739,0.3402382583313598,4779,9.307425803335056,11983876.99961025,24137722.02827945,2775545.970684847,4365,0.6612526177025219,443162484.206616,4.511676869375308,0.0625732611213178,19208.312025463765,0.5756352463993747
Financial Services,Manufacturing,India,356713722.0126255,20205849.469371475,9957114.904074617,30277143.396572776,38895366.04978204,443150420.20065045,181393894.54668736,261756525.6539631,0.6168506753030734,0.215322296931586,0.0279134619433625,0.1744892271560176,4146,16.644040272569914,10817168.795056831,19416997.65638408,11426422.775937071,2257,0.608987144258674,1061577369.1350998,0.7784254648181269,0.08777012110734528,86038.0419712073,0.5906719563425992
Financial Services,Business Services,India,110077183.72616775,30120185.80619833,13584242.408033004,9012037.420882631,71221116.9458895,176005171.83069712,77098340.08684248,98906831.74385464,0.7145480691134602,0.061897338436668,0.1234065221165694,0.0360713098514874,2381,9.428487364116156,22281814.21133136,24308379.831587024,1864816.2421851908,2932,0.1862866436767557,341905258.1213857,0.12653603042661574,0.40465354628555184,46231.492535139754,0.5619541216606697
